"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05034","hsa05034","Alcoholism",103,-0.261543456291345,-1.27968307506672,0.0860927152317881,0.373068432671082,0.32299291274544,3863,"tags=40%, list=28%, signal=29%","DDC/MAOA/GNAI1/GNAI2/CREB1/BRAF/CAMK4/CALML5/ARAF/PPP1CA/CAMKK1/GNG5/HDAC2/ATF4/GRIN2D/BDNF/RAF1/HAT1/NPY/FOSB/CREB5/GNG11/SLC29A1/GNB2/MAPK3/CALML3/PRKACA/GNG3/HDAC4/TH/GNB4/GNAI3/GRIN2C/CALML4/PPP1R1B/GNG4/PRKACG/GNG13/KRAS/GRIN1/CREB3"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum",135,0.270511236091543,1.25417866729903,0.0853994490358127,0.373068432671082,0.32299291274544,2794,"tags=30%, list=20%, signal=24%","MAPK9/ERP29/WFS1/SSR1/DAD1/FBXO2/HSPA5/MAN1A2/DNAJC3/UBE2G2/UBE2J2/SSR4/TRAF2/STT3B/BCL2/SEL1L/STT3A/MAN1C1/FBXO6/SEC23B/UBQLN4/RPN1/DNAJB11/DERL1/ERN1/XBP1/MBTPS2/HSPBP1/DNAJB1/TRAM1L1/SEC61A1/UBE2D4/MBTPS1/DNAJA1/DNAJC5B/PDIA4/TXNDC5/CANX/SEC61A2/TRAM1"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",87,-0.268008877510359,-1.26597596740185,0.090625,0.387737341772152,0.335692871419054,2621,"tags=29%, list=19%, signal=23%","RAF1/DNM2/MARCKS/PLA2G4A/PLA2G4E/INPP5D/GAB2/MAPK3/RPS6KB2/WASF1/FCGR2A/AKT3/CFL2/CFL1/PIK3CA/ARPC5/WASF2/ARF6/FCGR3A/MYO10/ACTR3/CDC42/HCK/VASP/FCGR3B"
"hsa04211","hsa04211","Longevity regulating pathway",80,-0.261980892907859,-1.23060926524808,0.100917431192661,0.426376146788991,0.369145340415258,2235,"tags=25%, list=16%, signal=21%","ADCY6/CREB5/INSR/ADCY1/PRKAA1/INS/RPS6KB2/PRKACA/TSC1/EIF4E/RB1CC1/AKT3/CAT/PIK3CA/PRKACG/PRKAG3/KRAS/SESN3/ADIPOR1/CREB3"
"hsa04926","hsa04926","Relaxin signaling pathway",119,-0.243936302452702,-1.21236277178746,0.103321033210332,0.43114208919867,0.373271568973,2349,"tags=24%, list=17%, signal=20%","TGFBR2/ADCY6/FOS/CREB5/GNG11/COL3A1/ADCY1/GNB2/MAP2K4/MAPK3/PRKACA/EDNRB/ARRB1/INSL5/COL4A5/GNG3/AKT3/MAP2K7/MAPK10/PLCB3/GNB4/PIK3CA/GNAI3/GNG4/ARRB2/PRKACG/GNG13/KRAS/CREB3"
"hsa01212","hsa01212","Fatty acid metabolism",48,0.333844059379488,1.2933120199404,0.121212121212121,0.489382239382239,0.423694371062792,3509,"tags=40%, list=26%, signal=30%","CBR4/SCP2/MECR/SCD/ACAT1/ACSL3/ACADSB/ECHS1/CPT1A/EHHADH/ACACA/HADHA/ACAA1/HSD17B4/HSD17B8/OXSM/CPT1B/PPT2/CPT2"
"hsa04213","hsa04213","Longevity regulating pathway - multiple species",56,-0.284434108567677,-1.26502381732327,0.121621621621622,0.489382239382239,0.423694371062792,2235,"tags=27%, list=16%, signal=23%","ADCY6/INSR/ADCY1/PRKAA1/INS/RPS6KB2/PRKACA/AKT3/CAT/PIK3CA/EIF4EBP2/PRKACG/HSPA1A/PRKAG3/KRAS"
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway",60,0.310301643191096,1.26026934392163,0.12,0.489382239382239,0.423694371062792,3728,"tags=35%, list=27%, signal=26%","MAPK9/PIN1/TRAF2/TRAF3/DDX3X/CXCL10/MAP3K7/IKBKE/MAPK13/TRAF6/RNF125/TBK1/NFKB1/TBKBP1/IFNA17/CASP10/ISG15/IFNA13/RIPK1/TRIM25/RELA"
"hsa04927","hsa04927","Cortisol synthesis and secretion",62,-0.279807135789641,-1.24674122348372,0.131578947368421,0.517135862913097,0.447722734007602,3630,"tags=39%, list=26%, signal=29%","CREB1/PDE8A/CACNA1D/CYP17A1/HSD3B1/GNAQ/ATF4/NR0B1/ADCY6/CREB5/CACNA1C/ADCY1/CACNA1H/PRKACA/MRAP/SP1/CYP11A1/PLCB3/PBX1/PRKACG/MC2R/STAR/NR4A1/CREB3"
"hsa03015","hsa03015","mRNA surveillance pathway",78,0.292696482606313,1.23905657502741,0.13075780089153,0.517135862913097,0.447722734007602,2155,"tags=29%, list=16%, signal=25%","WDR33/NXT1/CSTF2/PABPN1/SMG5/RNMT/SSU72/PPP2R5C/UPF3B/GSPT2/CSTF3/PPP2R3B/SMG1/CPSF3/PPP2R5E/PAPOLG/DAZAP1/DDX19B/PELO/SRRM1/PPP2CA/PABPC4/UPF3A"
"hsa01210","hsa01210","2-Oxocarboxylic acid metabolism",32,0.36515957004867,1.28168439059307,0.137704918032787,0.528912071535022,0.457918268099459,4115,"tags=50%, list=30%, signal=35%","GPT/GOT2/PDHB/IDH3A/IDH3B/IDH1/GOT1/BCKDHA/BCAT1/ACY1/DBT/PDHA1/BCAT2/BCKDHB/CS/DLST"
"hsa04970","hsa04970","Salivary secretion",85,-0.25221226022974,-1.19175892618706,0.136363636363636,0.528912071535022,0.457918268099459,3311,"tags=33%, list=24%, signal=25%","GNAQ/DMBT1/ADRB1/ATP1B3/ADRA1A/TRPV6/PRB2/SLC12A2/LPO/HTN1/AQP5/HTN3/ADCY6/ADCY1/CALML3/PRKACA/LYZ/PRH2/RYR3/AMY1A/PRKG1/ATP2B1/PLCB3/ADRA1B/AMY2B/CALML4/ATP1A4/PRKACG"
"hsa00350","hsa00350","Tyrosine metabolism",35,-0.32539953607186,-1.28543451428353,0.142857142857143,0.534246575342466,0.462536742277189,3863,"tags=46%, list=28%, signal=33%","DDC/MAOA/DCT/ADH7/ADH6/AOC2/ADH1C/AOC3/TYRP1/ADH4/TYR/GOT1L1/TH/FAHD1/FAH/TAT"
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",138,0.255880180734034,1.18952291716198,0.142661179698217,0.534246575342466,0.462536742277189,2415,"tags=25%, list=18%, signal=21%","MAPK9/NDUFB8/CYCS/COX4I1/NDUFV2/NDUFS8/NDUFA12/UQCRFS1/ADIPOR2/NDUFA9/NDUFA1/COX5B/NDUFV1/NDUFA7/TRAF2/PRKAB1/NDUFB7/NDUFA8/NDUFB5/CYC1/PRKAB2/COX8A/NDUFA11/MAPK13/PPARA/UQCRC1/BCL2L11/COX5A/ERN1/XBP1/NFKB1/COX7A2/NDUFS3/COX7C"
"hsa04218","hsa04218","Cellular senescence",142,0.253101591728737,1.18241415413178,0.143835616438356,0.534246575342466,0.462536742277189,2243,"tags=23%, list=16%, signal=20%","BTRC/RAD9A/VDAC3/CDK2/RAD50/CDK4/PPP3CB/MAP2K1/RBL1/CDK6/CALM1/CCND1/ITPR1/TGFB3/ATM/RBL2/ITPR3/NRAS/CCNE1/MAPK13/CCND3/E2F5/PPP3CC/SLC25A4/RB1/SMAD3/FBXW11/SLC25A5/EIF4EBP1/HIPK1/NFKB1/HLA-A/VDAC1"
"hsa04961","hsa04961","Endocrine and other factor-regulated calcium reabsorption",51,-0.283498966948982,-1.22511648585805,0.146408839779006,0.536774193548387,0.46472508815463,4553,"tags=49%, list=33%, signal=33%","ATP1A2/BDKRB2/PRKCA/PRKCG/PLCB4/KL/VDR/ATP1B2/AP2B1/GNAQ/ATP1B3/AP2M1/SLC8A2/CALB1/DNM2/ADCY6/CLTC/PRKACA/ATP2B1/PLCB3/ATP1A4/KLK1/PRKACG/AP2A1/CLTB"
"hsa04137","hsa04137","Mitophagy - animal",88,-0.247820149144818,-1.1793136969811,0.147692307692308,0.536774193548387,0.46472508815463,3814,"tags=40%, list=28%, signal=29%","MAP1LC3A/TBC1D17/MAP1LC3B/GABARAPL1/CITED2/RPS27A/PGAM5/OPTN/UBB/ATF4/MITF/BCL2L1/USP15/RAB5A/HUWE1/AMFR/CSNK2A1/BECN1/SMURF1/RABGEF1/TFEB/CALCOCO2/FIS1/SP1/MAPK10/RAB5C/USP8/TFE3/HIF1A/GABARAPL2/BNIP3L/KRAS/GABARAP/PINK1/FKBP8"
"hsa00511","hsa00511","Other glycan degradation",15,0.455364250086135,1.30437881054494,0.152801358234295,0.537988115449915,0.465776070056295,3287,"tags=53%, list=24%, signal=41%","HEXB/GLB1/FUCA1/MANBA/NEU1/AGA/MAN2C1/HEXA"
"hsa04925","hsa04925","Aldosterone synthesis and secretion",93,-0.246593016339965,-1.18835709913217,0.152380952380952,0.537988115449915,0.465776070056295,2235,"tags=23%, list=16%, signal=19%","ADCY6/CREB5/CACNA1C/ADCY1/CACNA1H/CALML3/PRKACA/CAMK2A/NR4A2/CYP11A1/ATP2B1/PLCB3/CALML4/ATP1A4/PRKACG/MC2R/PRKD2/STAR/NR4A1/CREB3/CAMK1G"
"hsa05203","hsa05203","Viral carcinogenesis",151,0.248419636758196,1.1719553076196,0.151556156968877,0.537988115449915,0.465776070056295,2757,"tags=26%, list=20%, signal=21%","GTF2E2/TBP/VDAC3/HDAC1/CDK2/PSMC1/CDK4/GTF2A2/CREB3L2/RBL1/GTF2E1/CDK6/TRAF2/CCR4/UBE3A/TRAF3/YWHAZ/DDX3X/CCND1/SKP2/RBL2/ATF2/NRAS/PRKACB/CCNE1/CCND3/RB1/YWHAH/GTF2H3/SYK/NFKB1/HLA-A/MAD1L1/CCNE2/MDM2/YWHAB/SRF/TBPL1/DNAJA3"
"hsa00983","hsa00983","Drug metabolism - other enzymes",75,0.289155099206006,1.2179213394536,0.154761904761905,0.539273441335297,0.466888871663695,1962,"tags=20%, list=14%, signal=17%","UPB1/GSTT1/GUSB/RRM1/MGST3/UCK2/HPRT1/UCKL1/NME3/UPP1/GSTA5/NME7/CES2/GSTM3/NME1"
"hsa00620","hsa00620","Pyruvate metabolism",46,0.324635288643883,1.24984725153582,0.15780998389694,0.544283413848631,0.471226375116535,2017,"tags=28%, list=15%, signal=24%","ACYP2/GLO1/LDHA/MDH2/ACAT1/MDH1/PDHB/ACYP1/LDHD/ACACB/ACACA/ADH1B/ACSS1"
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes",149,-0.22092151479335,-1.14657160144241,0.16412213740458,0.560336186290385,0.48512444655474,2104,"tags=36%, list=15%, signal=30%","PPP2R2C/ATP1B2/GNAI1/GNAI2/SCN4B/CREB1/MAPK11/CACNA1D/CALML5/PPP1CA/GNAQ/ADRB1/ATP1B3/ADRA1A/CACNG2/ATF4/CACNG3/TPM1/SLC8A2/CACNG7/ADCY6/CREB5/PPP2R1B/CACNA1C/CACNG6/ADCY1/RPS6KA5/MAPK3/CALML3/TPM4/PRKACA/CAMK2A/PPP2CB/AKT3/ATP2B1/CREM/PLCB3/CACNA2D1/PPP2R5B/CACNB2/ADRA1B/GNAI3/CALML4/PIK3CG/PPP2R3C/ATP1A4/PPP2R3A/PRKACG/CACNG1/PLN/MYL4/CREB3/PPP2R2B"
"hsa00533","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate",13,-0.421485877804286,-1.26070087246991,0.177615571776156,0.576607314212603,0.499211564469335,2970,"tags=38%, list=22%, signal=30%","CHST6/B4GALT3/CHST2/CHST1/B4GALT1"
"hsa00910","hsa00910","Nitrogen metabolism",17,-0.38180637047517,-1.23270198117228,0.192214111922141,0.576607314212603,0.499211564469335,2703,"tags=41%, list=20%, signal=33%","CA2/CA8/CA6/CA1/GLUL/GLUD2/CA9"
"hsa00240","hsa00240","Pyrimidine metabolism",48,0.318019991274307,1.23200957375392,0.170653907496013,0.576607314212603,0.499211564469335,1366,"tags=23%, list=10%, signal=21%","UPB1/CTPS2/RRM1/DCTD/UCK2/UCKL1/NME3/NUDT2/UPP1/ENTPD6/NME7"
"hsa00600","hsa00600","Sphingolipid metabolism",35,0.342333024188957,1.22642997866226,0.188006482982172,0.576607314212603,0.499211564469335,3287,"tags=34%, list=24%, signal=26%","GALC/HEXB/ASAH2/GLB1/GLA/NEU1/SPTLC2/SGPP1/SMPD2/UGCG/SPHK2/HEXA"
"hsa00630","hsa00630","Glyoxylate and dicarboxylate metabolism",27,0.362601591331088,1.22026427842505,0.191176470588235,0.576607314212603,0.499211564469335,3237,"tags=48%, list=24%, signal=37%","PCCA/PCCB/MDH2/ACAT1/MDH1/ACSS1/GLYCTK/MCEE/ACSS2/GRHPR/SHMT1/AMT/SHMT2"
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism",32,0.347278428878534,1.21892284357761,0.19016393442623,0.576607314212603,0.499211564469335,2944,"tags=41%, list=21%, signal=32%","GPT/GOT2/GFPT1/NIT2/ADSL/ASNS/ASRGL1/GLUD1/GOT1/CAD/IL4I1/DDO/GFPT2"
"hsa04370","hsa04370","VEGF signaling pathway",55,-0.271369173891709,-1.20415998646955,0.17426273458445,0.576607314212603,0.499211564469335,3678,"tags=40%, list=27%, signal=29%","PPP3R2/PIK3R3/VEGFA/MAPK11/PLA2G4F/PPP3R1/MAPKAPK2/PLA2G4D/RAF1/PLA2G4A/PLA2G4E/NFATC2/MAPK3/AKT3/PIK3CA/PPP3CA/CDC42/PTGS2/RAC3/KRAS/HSPB1/PXN"
"hsa00562","hsa00562","Inositol phosphate metabolism",63,-0.269626131995684,-1.19819301678363,0.18018018018018,0.576607314212603,0.499211564469335,1394,"tags=21%, list=10%, signal=19%","PIK3C3/MTMR6/IPMK/ITPK1/PLCB3/SACM1L/SYNJ1/PIK3CA/CDIPT/PIK3CG/INPP5F/MTMR8/ISYNA1"
"hsa05030","hsa05030","Cocaine addiction",48,-0.277988182816697,-1.18289765598126,0.184,0.576607314212603,0.499211564469335,2114,"tags=42%, list=15%, signal=35%","DDC/MAOA/GNAI1/GNAI2/CREB1/ATF4/GRIN2D/BDNF/FOSB/CREB5/CDK5R1/PRKACA/TH/GNAI3/GRIN2C/PPP1R1B/GRM2/PRKACG/GRIN1/CREB3"
"hsa04720","hsa04720","Long-term potentiation",65,-0.261775109288334,-1.17361907551898,0.176991150442478,0.576607314212603,0.499211564469335,3613,"tags=42%, list=26%, signal=31%","BRAF/CAMK4/CALML5/ARAF/PPP1CA/PPP3R1/GNAQ/ATF4/GRIN2D/RAF1/RAP1A/CACNA1C/ADCY1/MAPK3/CALML3/PRKACA/CAMK2A/RPS6KA3/PLCB3/GRM1/RAP1B/GRIN2C/CALML4/PPP3CA/PRKACG/KRAS/GRIN1"
"hsa05162","hsa05162","Measles",127,0.251702817694797,1.15906058558825,0.185694635488308,0.576607314212603,0.499211564469335,2736,"tags=24%, list=20%, signal=20%","CBLB/MAPK9/CYCS/CSNK2A2/CDK2/CDK4/IRAK4/CDK6/TRAF3/BCL2/CCND1/FCGR2B/MAP3K7/IKBKE/SLAMF1/RAB9A/CCNE1/CCND3/TRAF6/STAT1/TBK1/STAT2/TLR9/NFKB1/RCHY1/IFNA17/CD3D/CCNE2/TLR2/TLR7/CASP9"
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor",86,-0.243866961000808,-1.15184631392591,0.184615384615385,0.576607314212603,0.499211564469335,2825,"tags=28%, list=21%, signal=22%","CXCL12/CXCL6/CXCL1/CCL7/IL20RA/IL6ST/IL6R/PF4V1/CCL27/CXCL5/IL18/CCR6/PF4/CXCL14/XCL1/TNFRSF1B/CCL19/IL10/TNFRSF10C/TNFSF14/PPBP/CCL21/XCR1/CCL11"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy",83,-0.2431291382009,-1.14907153168103,0.192771084337349,0.576607314212603,0.499211564469335,3293,"tags=34%, list=24%, signal=26%","LMNA/ITGB3/SGCD/ITGA2B/CACNG2/CACNG3/ITGA6/SLC8A2/SGCA/CACNG7/ITGA5/DES/CACNA1C/CACNG6/SNTA1/CDH2/SSPN/CTNNA3/DSC2/DMD/CACNA2D1/CACNB2/SGCG/ITGA3/CACNG1/SGCB/DSP/PKP2"
"hsa04921","hsa04921","Oxytocin signaling pathway",143,-0.221976842355536,-1.14267085468104,0.174545454545455,0.576607314212603,0.499211564469335,3762,"tags=41%, list=27%, signal=30%","KCNJ12/GNAI1/GNAI2/CACNA1D/CAMK4/PPP1R12B/CALML5/PLA2G4F/PPP1CA/PPP3R1/KCNJ3/GNAQ/RHOA/CACNG2/PLA2G4D/NFATC1/EGFR/PPP1R12C/CACNG3/KCNJ14/ROCK1/RAF1/CAMK1D/PLA2G4A/CACNG7/PLA2G4E/ADCY6/FOS/CACNA1C/NFATC2/CACNG6/ADCY1/PRKAA1/MAPK3/CALML3/PRKACA/MYL9/CAMK2A/RYR3/PPP1R12A/MYLK/KCNJ9/KCNJ4/PLCB3/CACNA2D1/CACNB2/GNAI3/RGS2/CALML4/PIK3CG/PPP3CA/PTGS2/PRKACG/PRKAG3/KRAS/CACNG1/NFATC3/CAMK1G"
"hsa03250","hsa03250","Viral life cycle - HIV-1",52,-0.269664836167617,-1.16933982069737,0.197802197802198,0.586466165413534,0.507747100544885,1148,"tags=19%, list=8%, signal=18%","CD4/BICD1/FEZ1/ELL/MAP1A/MAP1B/APOBEC3A/APOBEC3C/VPS4A/SAMHD1"
"hsa04620","hsa04620","Toll-like receptor signaling pathway",100,0.262931751794518,1.16123359345618,0.200867052023121,0.590374465946218,0.51113080514808,3018,"tags=27%, list=22%, signal=21%","MAPK9/CCL5/CD40/IRAK4/MAP2K1/TRAF3/CXCL10/MAP3K7/IKBKE/CTSK/MAPK13/TRAF6/TICAM1/TLR5/STAT1/TBK1/STAT2/TLR9/NFKB1/IFNA17/CXCL9/CD14/TLR2/TLR7/TICAM2/MAP3K8/MAP2K6"
"hsa04130","hsa04130","SNARE interactions in vesicular transport",25,0.360843886619615,1.203523284539,0.212662337662338,0.613801452784504,0.531413278960112,2591,"tags=36%, list=19%, signal=29%","STX17/VAMP1/VAMP8/VAMP5/STX16/BET1/BNIP1/STX18/GOSR1"
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation",84,0.269274755312961,1.15780091516197,0.210682492581602,0.613801452784504,0.531413278960112,2483,"tags=26%, list=18%, signal=22%","MAPK9/CDK2/CDC23/ANAPC1/MAP2K1/RPS6KA2/ADCY9/MAD2L2/ANAPC2/ANAPC4/ANAPC10/AURKA/PRKACB/MAPK13/ANAPC13/ANAPC5/CDC25B/CDC16/ADCY5/MAD1L1/ANAPC11/BUB1"
"hsa04371","hsa04371","Apelin signaling pathway",123,-0.223786576023527,-1.11338341171882,0.214285714285714,0.613801452784504,0.531413278960112,2293,"tags=24%, list=17%, signal=21%","BECN1/ADCY6/GNG11/ADCY1/GNB2/PRKAA1/MAPK3/RPS6KB2/CALML3/PRKACA/MEF2D/GNG3/RYR3/PIK3C3/AKT3/HDAC4/MYLK/PLCB3/MEF2B/GNB4/GNAI3/CALML4/PIK3CG/GNG4/PRKACG/GNA13/PRKAG3/GNG13/KRAS/MYL4"
"hsa05332","hsa05332","Graft-versus-host disease",39,-0.282321273409175,-1.15502874958703,0.220253164556962,0.615252641489696,0.532669680268251,2670,"tags=31%, list=19%, signal=25%","HLA-DQA2/HLA-C/KIR3DL3/HLA-E/HLA-DRB3/KIR3DL1/HLA-DRB1/FAS/HLA-F/KIR2DL1/HLA-G/KIR3DL2"
"hsa04660","hsa04660","T cell receptor signaling pathway",115,-0.225526009551856,-1.12312759322232,0.21830985915493,0.615252641489696,0.532669680268251,2160,"tags=24%, list=16%, signal=21%","FOS/PPP2R1B/NFATC2/MALT1/MAPK3/LCK/PPP2CB/CD4/LCP2/PAK3/AKT3/MAP2K7/MAPK10/MAP3K14/IKBKB/PPP2R5B/PIK3CA/PAK2/PPP2R3C/IL10/PPP3CA/CDC42/GRAP2/PPP2R3A/KRAS/IL4/NFATC3/PPP2R2B"
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection",182,-0.205550165159515,-1.09649359877292,0.218623481781377,0.615252641489696,0.532669680268251,2310,"tags=21%, list=17%, signal=18%","MYC/BECN1/FOS/HLA-E/GNG11/NFATC2/GNB2/MAP2K4/MAPK3/CASP8/CALML3/GNG3/IFNB1/PIK3C3/AKT3/FAS/MAP2K7/MAPK10/HLA-F/FGF2/IKBKB/GNB4/PIK3CA/IRF3/CALML4/PIK3CG/HLA-G/IFNA10/PPP3CA/PTGS2/HCK/PREX1/HIF1A/GNG4/GNG13/KRAS/ATG3/NFATC3/BID"
"hsa00100","hsa00100","Steroid biosynthesis",17,0.406795864742099,1.20813966754926,0.231810490693739,0.637263235903136,0.551725878483563,2051,"tags=29%, list=15%, signal=25%","DHCR7/LSS/CYP2R1/NSDHL/EBP"
"hsa05152","hsa05152","Tuberculosis",174,0.22894131649304,1.101521737051,0.231903485254692,0.637263235903136,0.551725878483563,2858,"tags=25%, list=21%, signal=20%","MAPK9/CAMK2D/CYCS/ITGB2/IRAK4/PPP3CB/ATP6V1H/RIPK2/RFX5/CEBPG/CALM1/IFNGR1/IRAK2/BCL2/LAMP1/TGFB3/FCGR2B/HLA-DPB1/MAPK13/TRAF6/PPP3CC/NFYA/FCER1G/STAT1/ATP6V0A2/SYK/TLR9/ATP6AP1/NFKB1/IL23A/IFNA17/IFNGR2/CEBPB/HLA-DRA/HLA-DMA/CD14/TLR2/CASP10/CAMP/CASP9/CIITA/HLA-DMB/HLA-DPA1"
"hsa00591","hsa00591","Linoleic acid metabolism",26,-0.315840380030063,-1.16078795667407,0.237113402061856,0.64632524110409,0.55957152608825,3667,"tags=38%, list=27%, signal=28%","PLA2G2E/CYP2C8/PLA2G4F/PLA2G4D/CYP2C9/PLA2G4A/PLA2G4E/PLA2G3/PLA2G12A/PLA2G2D"
"hsa04136","hsa04136","Autophagy - other",24,-0.323062717196004,-1.15807814744264,0.247395833333333,0.657738095238095,0.569452477347214,2655,"tags=33%, list=19%, signal=27%","ATG4C/BECN1/ATG4D/PPP2CB/PIK3C3/GABARAPL2/GABARAP/ATG3"
"hsa04913","hsa04913","Ovarian steroidogenesis",49,-0.26448889289453,-1.13482898000163,0.245333333333333,0.657738095238095,0.569452477347214,3674,"tags=43%, list=27%, signal=32%","FSHR/HSD17B2/PLA2G4F/CYP17A1/AKR1C3/HSD3B1/IGF1R/PLA2G4D/BMP6/PLA2G4A/PLA2G4E/ADCY6/INSR/ADCY1/INS/PRKACA/ACOT2/CYP11A1/PTGS2/PRKACG/STAR"
"hsa04071","hsa04071","Sphingolipid signaling pathway",100,-0.225740124520731,-1.10144933549549,0.248387096774194,0.657738095238095,0.569452477347214,1385,"tags=21%, list=10%, signal=19%","PPP2R1B/GAB2/MAPK3/PPP2CB/AKT3/MAPK10/OPRD1/PLCB3/SPTLC1/PPP2R5B/PIK3CA/MS4A2/GNAI3/PPP2R3C/PPP2R3A/RAC3/GNA13/KRAS/SGPP2/BID/PPP2R2B"
"hsa04140","hsa04140","Autophagy - animal",144,-0.211216279442465,-1.08860299943994,0.249084249084249,0.657738095238095,0.569452477347214,3187,"tags=31%, list=23%, signal=24%","CTSB/OPTN/IGF1R/C9orf72/UBB/STK11/AKT1S1/BCL2L1/ATG4C/RAF1/RAB39B/BECN1/LAMP2/ATG4D/CALCOCO2/BIRC6/ZFYVE1/PRKAA1/MAPK3/INS/RPS6KB2/PRKACA/TSC1/TP53INP2/PPP2CB/RB1CC1/PIK3C3/AKT3/VPS11/MAPK10/HMGB1/TANK/PLEKHM1/PIK3CA/RAB33B/WDR45/HIF1A/STX7/PRKACG/EIF2AK4/PRAP1/GABARAPL2/KRAS/GABARAP/ATG3"
"hsa04710","hsa04710","Circadian rhythm",28,-0.306935473132199,-1.14866188212359,0.255754475703325,0.660581256323002,0.571914012014309,2289,"tags=29%, list=17%, signal=24%","CRY1/PRKAA1/RBX1/FBXL3/NFIL3/CLOCK/PRKAG3/NR1D1"
"hsa01230","hsa01230","Biosynthesis of amino acids",69,0.274417511563345,1.13867320304863,0.252647503782148,0.660581256323002,0.571914012014309,3361,"tags=35%, list=24%, signal=26%","ALDH18A1/GPT/GOT2/RPE/GAPDH/IDH3A/PRPS1/ENO1/TKT/ASNS/IDH3B/IDH1/MAT2A/ENO2/GOT1/TPI1/BCAT1/PSAT1/ACY1/SHMT1/SHMT2/BCAT2/ARG2/PFKL"
"hsa00564","hsa00564","Glycerophospholipid metabolism",72,-0.243368570473416,-1.12327473371548,0.256024096385542,0.660581256323002,0.571914012014309,2392,"tags=25%, list=17%, signal=21%","ACHE/PISD/PLA2G4A/PLA2G4E/PLA2G3/GPD2/LYPLA1/LPIN2/PLA2G12A/PCYT2/LYPLA2/CDIPT/PLA2G2D/MBOAT2/PCYT1A/PCYT1B/PHOSPHO1/CHPT1"
"hsa03082","hsa03082","ATP-dependent chromatin remodeling",74,0.268394359022894,1.12882140128958,0.263703703703704,0.675241301907969,0.584606296886999,4235,"tags=39%, list=31%, signal=27%","TRRAP/ACTG1/MTA3/HDAC1/DMAP1/EP400/POLE3/ACTL6A/ACTR5/UCHL5/NFRKB/ACTR8/ARID1A/BRD9/SMARCA4/MCRS1/ZNHIT1/EPC1/BAZ1B/TFPT/SRCAP/CHRAC1/ING3/DPF3/MTA1/RUVBL1/VPS72/RUVBL2/BCL7C"
"hsa00670","hsa00670","One carbon pool by folate",18,0.391886397786964,1.1767032577556,0.274442538593482,0.692587907918037,0.599624535662455,3598,"tags=50%, list=26%, signal=37%","MTHFD2/MTHFD1L/ATIC/SHMT1/MTHFD2L/GART/AMT/SHMT2/MTHFD1"
"hsa00061","hsa00061","Fatty acid biosynthesis",14,0.417571463223856,1.17280661246793,0.274576271186441,0.692587907918037,0.599624535662455,3140,"tags=50%, list=23%, signal=39%","CBR4/MECR/ACSL3/ACACB/ACACA/HSD17B8/OXSM"
"hsa04973","hsa04973","Carbohydrate digestion and absorption",42,-0.266983142322425,-1.1080910572177,0.279487179487179,0.699753086419753,0.605827960213925,1385,"tags=36%, list=10%, signal=32%","PLCB4/PIK3R3/ATP1B2/CACNA1D/TAS1R2/ATP1B3/MGAM/G6PC2/AKT3/AMY1A/PLCB3/PIK3CA/AMY2B/HK2/ATP1A4"
"hsa00650","hsa00650","Butanoate metabolism",19,0.379829588310834,1.16122710966257,0.283050847457627,0.703464606181456,0.609041297161148,2130,"tags=32%, list=15%, signal=27%","ACAT1/HMGCL/ECHS1/EHHADH/ACSM1/HADHA"
"hsa04730","hsa04730","Long-term depression",54,-0.253301737500419,-1.10656543848783,0.285318559556787,0.703924621388277,0.609439566321834,3750,"tags=41%, list=27%, signal=30%","GNAI1/GRIA3/GNAI2/BRAF/PLA2G4F/ARAF/GNAQ/IGF1R/PLA2G4D/RAF1/PLA2G4A/PLA2G4E/PPP2R1B/MAPK3/PPP2CB/PRKG1/PLCB3/GRM1/GNAI3/CRHR1/GNA13/KRAS"
